packet_idx,label_channel,old_level_upper,old_level_lower,old_peak_upper,old_peak_lower,old_shift_upper,old_shift_lower,old_peak_value_upper,old_peak_value_lower
1053,both,338469399,139017162,61,63,4,6,3.384694e+08,1.3901716e+08
1054,both,426588511,139017162,61,63,7,6,4.2658851e+08,1.3901716e+08
1055,both,482913090,139017162,62,63,5,6,4.8291309e+08,1.3901716e+08
1056,both,468195123,139017162,62,63,5,6,4.6819512e+08,1.3901716e+08
1057,both,442405174,139017162,61,63,6,6,4.4240517e+08,1.3901716e+08
1058,both,442405174,132833689,61,64,6,3,4.4240517e+08,1.3283369e+08
1059,both,442405174,135645278,61,63,6,4,4.4240517e+08,1.3564528e+08
1060,both,253588348,135645278,61,63,3,4,2.5358835e+08,1.3564528e+08
1061,both,253588348,143371676,61,63,3,0,2.5358835e+08,1.4337168e+08
1062,both,152847942,143371676,59,63,5,0,1.5284794e+08,1.4337168e+08
1063,both,152847942,123544428,59,59,5,4,1.5284794e+08,1.2354443e+08
1064,both,152847942,86731428,59,59,5,3,1.5284794e+08,86731428
1065,both,37960389,86731428,59,59,5,3,37960389,86731428
1066,both,37960389,65052694,59,57,5,5,37960389,65052694
1067,both,9597579,65052694,59,57,5,5,9597579,65052694
1068,both,9597579,24984463,59,57,5,5,9597579,24984463
1069,both,9597579,11135172,59,56,5,6,9597579,11135172
1070,both,1926768,11135172,41,56,0,6,1926768,11135172
1071,lower,641136,11135172,20,56,-8,6,641136,11135172
1072,lower,641136,3232804,20,57,-8,12,641136,3232804
1073,lower,470022,3232804,20,57,-5,12,470022,3232804
1074,lower,470022,805318,20,60,-5,9,470022,805318
1075,lower,537075,805318,20,60,-5,9,537075,805318
1076,lower,537075,348210,20,63,-5,6,537075,348210
1077,,537075,116691,20,41,-5,-5,537075,116691
1078,,719400,116691,20,41,-8,-5,719400,116691
1079,,795264,116691,21,41,-9,-5,795264,116691
1080,,795264,111069,21,67,-9,10,795264,111069
1081,,799824,111069,21,67,-6,10,799824,111069
1082,,799824,195822,21,67,-6,10,799824,195822
1083,,657750,195822,27,67,-12,10,657750,195822
1084,,657750,185196,27,67,-12,10,657750,185196
1085,,657750,189954,27,67,-12,10,657750,189954
1086,,630585,189954,26,67,-12,10,630585,189954
1087,,522064,189954,20,67,-8,10,522064,189954
1088,,522064,169713,20,67,-8,10,522064,169713
1089,,460560,169713,68,67,1,10,460560,169713
1090,,460560,163827,68,67,1,10,460560,163827
1091,,513282,163827,68,67,1,10,513282,163827
1092,,648000,163827,26,67,-12,10,648000,163827
1093,,648000,185871,26,67,-12,10,648000,185871
1094,,454832,185871,20,67,-8,10,454832,185871
1095,,454832,186984,20,67,-8,10,454832,186984
1096,,454832,180432,20,67,-8,10,454832,180432
1097,,454832,135324,20,74,-8,3,454832,135324
1098,,457380,135324,27,74,-12,3,457380,135324
1099,,533876,135324,19,74,-7,3,533876,135324
1100,,644000,135324,19,74,-7,3,644000,135324
1101,,882000,135324,19,74,-7,3,882000,135324
1102,,882000,137214,19,74,-7,3,882000,137214
1103,,882000,156453,19,67,-7,10,882000,156453
1104,,882000,177141,19,67,-7,10,882000,177141
1105,,882000,225570,19,67,-7,8,882000,225570
1106,,701190,225570,19,67,-7,8,701190,225570
1107,,539805,225570,20,67,-8,8,539805,225570
1108,,599557,225570,20,67,-8,8,599557,225570
1109,,599557,216815,20,67,-8,10,599557,216815
1110,,599557,216815,20,67,-8,10,599557,216815
1111,,526268,216815,19,67,-7,10,526268,216815
1112,,526268,155015,19,67,-7,10,526268,155015
1113,,577524,155015,19,67,-12,10,577524,155015
1114,,560425,155015,26,67,0,10,560425,155015
1115,,560425,171871,26,67,0,10,560425,171871
1116,,572880,171871,20,67,-8,10,572880,171871
1117,,462000,171871,20,67,-8,10,462000,171871
1118,,462000,196424,20,67,-8,10,462000,196424
1119,,462000,179912,20,67,-8,10,462000,179912
1120,,462000,201355,20,67,-8,8,462000,201355
1121,,385350,201355,20,67,-8,8,385350,201355
1122,,507194,201355,20,67,-8,8,507194,201355
1123,,507194,168245,20,74,-8,1,507194,168245
1124,,669579,168245,20,74,-8,1,669579,168245
1125,,669579,133285,20,74,-8,3,669579,133285
1126,,669579,171396,20,18,-8,-9,669579,171396
1127,,952527,171396,20,18,-8,-9,952527,171396
1128,,952527,190292,20,67,-8,10,952527,190292
1129,,677287,190292,20,67,-8,10,677287,190292
1130,,366624,190292,26,67,-11,10,366624,190292
1131,,366624,197028,26,74,-11,3,366624,197028
1132,,455265,197028,26,74,-11,3,455265,197028
1133,,455265,182520,26,74,-11,3,455265,182520
1134,,455265,225810,26,67,-11,10,455265,225810
1135,,587190,225810,20,67,-8,10,587190,225810
1136,,554001,225810,20,67,-8,10,554001,225810
1137,,554001,220350,20,67,-8,10,554001,220350
1138,,554001,206225,20,67,-8,10,554001,206225
1139,,624309,206225,20,67,-8,10,624309,206225
1140,,624309,139795,20,74,-8,3,624309,139795
1141,,674177,139795,20,74,-8,3,674177,139795
1142,,674177,153200,20,74,-8,3,674177,153200
1143,,674177,157600,20,67,-8,10,674177,157600
1144,,426018,157600,20,67,-5,10,426018,157600
1145,,518130,157600,20,67,-5,10,518130,157600
1146,,865260,157600,20,67,-8,10,865260,157600
1147,,865260,131990,20,67,-8,10,865260,131990
1148,,979110,131990,26,67,-12,10,979110,131990
1149,,979110,179560,26,67,-12,10,979110,179560
1150,,979110,189208,26,67,-12,10,979110,189208
1151,,979110,192032,26,67,-12,10,979110,192032
1152,,728892,192032,21,67,-10,10,728892,192032
1153,,459726,192032,20,67,-9,10,459726,192032
1154,,494466,192032,20,67,-8,10,494466,192032
1155,,494466,161805,20,76,-8,9,494466,161805
1156,,584136,161805,19,76,-7,9,584136,161805
1157,,584136,165186,19,76,-7,9,584136,165186
1158,,584136,184620,19,67,-7,10,584136,184620
1159,,584136,174122,19,67,-7,10,584136,174122
1160,,824904,174122,19,67,-7,10,824904,174122
1161,,669330,174122,20,67,-8,10,669330,174122
